Index,Estimated owners,Price,Supported languages,Windows,Mac,Linux,Required age,Categories,Operative Systems Support
0,('0';'20000'),19.99,['English'],True,False,False,0,Single-player,Multi-player,Steam Achievements,Partial Controller Support,W
1,('0';'20000'),0.99,['English';'French';'Italian';'German';'Spanish - Spain';'Japanese';'Portuguese - Brazil';'Russian';'Simplified Chinese';'Traditional Chinese'],True,True,False,0,Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,WM
2,('0';'20000'),4.99,['English';'Portuguese - Brazil'],True,False,False,0,Single-player,W
3,('0';'20000'),5.99,['English';'French';'Italian';'German';'Spanish - Spain';'Japanese';'Korean';'Portuguese';'Russian';'Simplified Chinese';'Traditional Chinese'],True,True,True,0,Single-player,Full controller support,WLM
4,('0';'20000'),0.0,['English';'Spanish - Spain'],True,True,False,0,Single-player,Steam Achievements,WM
5,('50000';'100000'),0.0,['English'],True,False,False,0,Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases,W
6,('0';'20000'),10.99,['English';'Russian';'Danish'],True,False,False,0,Single-player,Steam Achievements,Steam Cloud,W
7,('0';'20000'),9.99,['English';'German'],True,False,False,0,Single-player,Steam Cloud,W
8,('0';'20000'),14.99,['English';'French';'Italian';'German';'Spanish - Spain';'Russian';'Japanese';'Simplified Chinese';'Traditional Chinese';'Korean'],True,False,False,0,Single-player,Steam Achievements,Full controller support,W
9,('50000';'100000'),3.99,['English';'Polish';'French';'Italian';'German';'Spanish - Spain';'Portuguese';'Russian';'Japanese'],True,True,True,0,Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,WLM
10,('20000';'50000'),23.99,['English';'French';'German';'Polish';'Russian'],True,False,False,0,Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Tablet,W
11,('50000';'100000'),0.0,['English'],True,True,False,0,Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,In-App Purchases,Remote Play Together,WM
12,('0';'20000'),1.99,['English'],True,False,False,0,Single-player,Steam Achievements,W
13,('20000';'50000'),2.99,['English'],True,True,True,0,Single-player,Steam Achievements,Steam Leaderboards,WLM
14,('0';'20000'),12.99,['English';'Korean'],True,False,False,0,Single-player,Partial Controller Support,Steam Cloud,W
15,('200000';'500000'),9.99,['English';'French';'German';'Italian';'Japanese';'Spanish - Spain'],True,False,False,0,Single-player,Multi-player,Co-op,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards,W
16,('0';'20000'),9.99,['English'],True,False,False,0,Single-player,W
17,('100000';'200000'),7.99,['English';'French';'German';'Spanish - Spain';'Russian';'Turkish';'Czech';'Portuguese - Brazil';'Hungarian';'Polish';'Italian';'Dutch';'Ukrainian';'Danish';'Simplified Chinese'],True,True,True,0,Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,WLM
18,('0';'20000'),9.59,['English';'Traditional Chinese'],True,False,False,0,Single-player,Steam Trading Cards,W
19,('0';'20000'),9.99,['English'],True,False,False,0,Single-player,W
